<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BSESN,D,20080326,000000,16270.1200,16309.8800,16009.8700,16086.8300,24600,0
^BSESN,D,20080327,000000,15950.2900,16111.4400,15869.0900,16015.5600,24200,0
^BSESN,D,20080328,000000,16100.2600,16452.0800,15884.4500,16371.2900,23800,0
^BSESN,D,20080331,000000,16226.6600,16226.6600,15563.1500,15644.4400,23200,0
^BSESN,D,20080401,000000,15771.7200,15834.0500,15301.8500,15626.6200,15200,0
^BSESN,D,20080402,000000,16023.3000,16236.7000,15719.4700,15750.4000,16800,0
^BSESN,D,20080403,000000,15805.6300,16002.7300,15699.2100,15832.5500,15600,0
^BSESN,D,20080404,000000,15896.0900,15896.0900,15303.0400,15343.1200,19000,0
^BSESN,D,20080407,000000,15390.1500,15851.8800,15321.5600,15757.0800,19800,0
^BSESN,D,20080408,000000,15770.1600,15770.4000,15479.4200,15587.6200,18400,0
^BSESN,D,20080409,000000,15512.7000,15829.5900,15464.7200,15790.5100,16400,0
^BSESN,D,20080410,000000,15754.8700,15953.5400,15655.2000,15695.1000,22000,0
^BSESN,D,20080411,000000,15840.5600,15957.2400,15673.6700,15807.6400,19600,0
^BSESN,D,20080415,000000,15694.4100,16249.4600,15573.0300,16153.6600,22400,0
^BSESN,D,20080416,000000,16288.7600,16413.8000,16198.5600,16244.1900,22000,0
^BSESN,D,20080417,000000,16456.0400,16570.5700,16397.1700,16481.2000,17800,0
^BSESN,D,20080421,000000,16611.4100,16778.5900,16611.4100,16739.3300,20200,0
^BSESN,D,20080422,000000,16686.5500,16853.9600,16597.5300,16783.8700,21400,0
^BSESN,D,20080423,000000,16823.9900,16871.2700,16589.4500,16698.0400,17000,0
^BSESN,D,20080424,000000,16796.2600,16844.0200,16668.6000,16721.0800,19000,0
^BSESN,D,20080425,000000,16781.9700,17150.9200,16781.9700,17125.9800,21600,0
^BSESN,D,20080428,000000,17251.5600,17271.5600,16978.8900,17015.9600,19200,0
^BSESN,D,20080429,000000,17050.8700,17424.9400,17011.6000,17378.4600,27600,0
^BSESN,D,20080430,000000,17479.0100,17480.7400,17241.8800,17287.3100,26200,0
^BSESN,D,20080502,000000,17560.1500,17621.2400,17445.9300,17600.1200,24600,0
^BSESN,D,20080505,000000,17687.0000,17735.7000,17457.2700,17490.9000,20200,0
^BSESN,D,20080506,000000,17441.4100,17502.1500,17237.6800,17373.0100,23200,0
^BSESN,D,20080507,000000,17404.1500,17413.8100,17229.9800,17339.3100,21200,0
^BSESN,D,20080508,000000,17212.6100,17212.6100,17038.0300,17080.6500,18200,0
^BSESN,D,20080509,000000,17020.7900,17125.9500,16678.9400,16737.0700,18600,0
^BSESN,D,20080512,000000,16641.4500,16897.3600,16546.5500,16860.9000,18000,0
^BSESN,D,20080513,000000,17008.0300,17085.6300,16697.4700,16752.8600,17000,0
^BSESN,D,20080514,000000,16691.3000,17014.9400,16626.3500,16978.3500,19000,0
^BSESN,D,20080515,000000,17084.8900,17366.1900,17079.9400,17353.5400,25000,0
^BSESN,D,20080516,000000,17476.4100,17497.3600,17315.5200,17434.9400,17000,0
^BSESN,D,20080520,000000,17366.0500,17367.1300,17136.2600,17230.1800,16600,0
^BSESN,D,20080521,000000,17065.6100,17293.3400,17041.6300,17243.1600,19600,0
^BSESN,D,20080522,000000,17104.5900,17104.5900,16863.3800,16907.1100,16800,0
^BSESN,D,20080523,000000,16958.8000,17054.3400,16626.1100,16649.6400,17600,0
^BSESN,D,20080526,000000,16468.3200,16498.2400,16300.8800,16348.5000,15800,0
^BSESN,D,20080527,000000,16454.7500,16506.3500,16237.9200,16275.5900,16200,0
^BSESN,D,20080528,000000,16358.6200,16563.3000,16217.7800,16525.3700,21600,0
^BSESN,D,20080529,000000,16666.0300,16666.0300,16196.0200,16316.2600,20000,0
^BSESN,D,20080530,000000,16454.0300,16540.4900,16314.9900,16415.5700,18400,0
^BSESN,D,20080602,000000,16591.4600,16632.7200,15991.2100,16063.1800,17600,0
^BSESN,D,20080603,000000,15851.7200,15985.4000,15709.5100,15962.5600,20200,0
^BSESN,D,20080604,000000,15992.9000,15992.9000,15442.3400,15514.7900,23800,0
^BSESN,D,20080605,000000,15479.6500,15814.8000,15314.0200,15769.7200,28600,0
^BSESN,D,20080606,000000,15914.4100,15970.7000,15526.5000,15572.1800,19600,0
^BSESN,D,20080609,000000,15115.9700,15202.7400,14846.1800,15066.1000,24400,0
^BSESN,D,20080610,000000,14979.9600,15088.0300,14645.3100,14889.2500,26400,0
^BSESN,D,20080611,000000,15018.6800,15225.8100,15009.4800,15185.3200,34600,0
^BSESN,D,20080612,000000,14957.5300,15270.8500,14748.0700,15250.2000,25000,0
^BSESN,D,20080613,000000,15327.1000,15337.1000,15135.8100,15189.6200,20200,0
^BSESN,D,20080616,000000,15400.5700,15553.3700,15340.3400,15395.8200,15200,0
^BSESN,D,20080617,000000,15388.3600,15732.7500,15358.7500,15696.9000,18200,0
^BSESN,D,20080618,000000,15744.2100,15789.6200,15390.2200,15422.3100,22000,0
^BSESN,D,20080619,000000,15250.4700,15259.3600,15051.6600,15087.9900,18600,0
^BSESN,D,20080620,000000,15194.7300,15194.7300,14520.8800,14571.2900,26000,0
^BSESN,D,20080623,000000,14423.0500,14509.6900,14163.4500,14293.3200,24600,0
^BSESN,D,20080624,000000,14290.1600,14432.9000,13991.3100,14106.5800,24800,0
^BSESN,D,20080625,000000,13776.2100,14247.1600,13736.0100,14220.0700,23000,0
^BSESN,D,20080626,000000,14300.7200,14449.8100,14196.6800,14421.8200,21800,0
^BSESN,D,20080627,000000,14127.7600,14127.7600,13760.7800,13802.2200,32200,0
^BSESN,D,20080630,000000,13791.0200,13872.0600,13405.5400,13461.6000,22400,0
^BSESN,D,20080701,000000,13480.0200,13613.0100,12904.0900,12961.6800,27600,0
^BSESN,D,20080702,000000,12948.0500,13711.0100,12822.7500,13664.6200,32000,0
^BSESN,D,20080703,000000,13458.3000,13458.3000,12934.9200,13094.1100,29200,0
^BSESN,D,20080704,000000,13097.0100,13508.3800,13031.4300,13454.0000,31400,0
^BSESN,D,20080707,000000,13561.9200,13793.3900,13476.2900,13525.9900,21200,0
^BSESN,D,20080708,000000,13226.0400,13451.6700,13049.9600,13349.6500,25400,0
^BSESN,D,20080709,000000,13581.4100,13998.4800,13581.4100,13964.2600,27600,0
^BSESN,D,20080710,000000,13851.5900,14046.5900,13763.9400,13926.2400,26400,0
^BSESN,D,20080711,000000,14063.4500,14063.4500,13351.3400,13469.8500,29000,0
^BSESN,D,20080714,000000,13333.0300,13557.2100,13270.4000,13330.5100,23600,0
^BSESN,D,20080715,000000,13067.0800,13067.0800,12607.6200,12676.1900,30000,0
^BSESN,D,20080716,000000,12759.7600,12935.2500,12514.9900,12575.8000,31200,0
^BSESN,D,20080717,000000,12909.5700,13150.3500,12843.7900,13111.8500,33600,0
^BSESN,D,20080718,000000,13234.5300,13684.2700,13093.3400,13635.4000,36600,0
^BSESN,D,20080721,000000,13782.1300,13878.8800,13581.1900,13850.0400,32400,0
^BSESN,D,20080722,000000,13837.6400,14206.1300,13798.1800,14104.2000,35600,0
^BSESN,D,20080723,000000,14568.2200,14979.9000,14568.2200,14942.2800,39000,0
^BSESN,D,20080724,000000,15082.3700,15130.0900,14608.0500,14777.0100,31200,0
^BSESN,D,20080725,000000,14451.9500,14484.3900,14210.6300,14274.9400,27800,0
^BSESN,D,20080728,000000,14267.0300,14421.6100,14219.3800,14349.1100,21800,0
^BSESN,D,20080729,000000,14085.5300,14153.1200,13727.1400,13791.5400,23600,0
^BSESN,D,20080730,000000,14007.3200,14322.6700,14002.1900,14287.2100,26000,0
^BSESN,D,20080731,000000,14359.4800,14369.4200,14161.7600,14355.7500,27800,0
^BSESN,D,20080801,000000,14064.2600,14682.3300,14032.8700,14656.6900,40200,0
^BSESN,D,20080804,000000,14594.6400,14725.9400,14503.5100,14577.8700,24800,0
^BSESN,D,20080805,000000,14562.6800,14986.6300,14529.2100,14961.0700,35600,0
^BSESN,D,20080806,000000,15263.6500,15422.8200,15035.6000,15073.5400,32600,0
^BSESN,D,20080807,000000,15031.8600,15280.0600,14992.9700,15117.2500,25800,0
^BSESN,D,20080808,000000,15036.5700,15228.8200,14888.1200,15167.8200,21000,0
^BSESN,D,20080811,000000,15430.3100,15520.7100,15367.9700,15503.9200,26200,0
^BSESN,D,20080812,000000,15577.2000,15579.7800,15124.9100,15212.1300,27000,0
^BSESN,D,20080813,000000,15030.2100,15272.5600,15013.0600,15093.1200,19200,0
^BSESN,D,20080814,000000,15017.6800,15033.2800,14686.6600,14724.1800,22000,0
^BSESN,D,20080818,000000,14681.1400,14824.9200,14600.6500,14645.6600,19600,0
^BSESN,D,20080819,000000,14517.7600,14604.1100,14368.7200,14543.7300,17600,0
^BSESN,D,20080820,000000,14610.5700,14746.2000,14584.0300,14678.2300,18400,0
^BSESN,D,20080821,000000,14646.9800,14646.9800,14201.1800,14243.7300,19400,0
^BSESN,D,20080822,000000,14153.3900,14428.5200,14136.8600,14401.4900,20400,0
^BSESN,D,20080825,000000,14643.3700,14672.6900,14416.2000,14450.3500,17000,0
^BSESN,D,20080826,000000,14338.2700,14495.2700,14286.3800,14482.2200,18800,0
^BSESN,D,20080827,000000,14563.1000,14563.1000,14261.6900,14296.7900,15600,0
^BSESN,D,20080828,000000,14289.9700,14347.1900,14002.4300,14048.3400,18800,0
^BSESN,D,20080829,000000,14279.0200,14586.1600,14279.0200,14564.5300,32400,0
^BSESN,D,20080901,000000,14412.9900,14547.4100,14281.1000,14498.5100,14800,0
^BSESN,D,20080902,000000,14609.4400,15106.1500,14543.2100,15049.8600,25800,0
^BSESN,D,20080904,000000,14895.8500,14994.1500,14766.0100,14899.1000,19800,0
^BSESN,D,20080905,000000,14569.0100,14601.3900,14438.5900,14483.8300,23200,0
^BSESN,D,20080908,000000,15038.0600,15107.0100,14917.0600,14944.9700,23400,0
^BSESN,D,20080909,000000,14814.3300,14998.3200,14714.9200,14900.7600,19800,0
^BSESN,D,20080910,000000,14717.5300,14866.3200,14609.8300,14662.6100,22800,0
^BSESN,D,20080911,000000,14557.3300,14557.3300,14265.3800,14324.2900,22800,0
^BSESN,D,20080912,000000,14433.2000,14433.2000,13933.8700,14000.8100,26800,0
^BSESN,D,20080915,000000,13592.0500,13592.0500,13150.8100,13531.2700,24000,0
^BSESN,D,20080916,000000,13051.7300,13556.0300,13051.7300,13518.8000,33600,0
^BSESN,D,20080917,000000,13620.7400,13620.7400,13127.9600,13262.9000,30400,0
^BSESN,D,20080918,000000,12712.8200,13346.7900,12558.1400,13315.6000,48000,0
^BSESN,D,20080919,000000,13763.8300,14097.4400,13674.9600,14042.3200,47400,0
^BSESN,D,20080922,000000,14215.3300,14215.3300,13917.4800,13994.9600,35800,0
^BSESN,D,20080923,000000,13721.4200,13978.2600,13543.4700,13570.3100,29600,0
^BSESN,D,20080924,000000,13636.7100,13840.8100,13592.7900,13692.5200,40200,0
^BSESN,D,20080925,000000,13716.8800,13716.8800,13430.6800,13547.1800,36600,0
^BSESN,D,20080926,000000,13486.2000,13486.2000,13054.4200,13102.1800,29000,0
^BSESN,D,20080929,000000,13109.9600,13109.9600,12402.8400,12595.7500,37000,0
^BSESN,D,20080930,000000,12178.1800,12995.2000,12153.5500,12860.4300,38400,0
^BSESN,D,20081001,000000,13006.7200,13203.8600,12697.3000,13055.6700,32400,0
^BSESN,D,20081003,000000,12851.4700,13001.1900,12472.6100,12526.3200,37200,0
^BSESN,D,20081006,000000,12284.4900,12284.4900,11732.9700,11801.7000,33000,0
^BSESN,D,20081007,000000,12068.1100,12181.0800,11501.8500,11695.2400,40400,0
^BSESN,D,20081008,000000,11316.2400,11405.7300,10740.7600,11328.3600,66200,0
^BSESN,D,20081010,000000,10632.2700,10904.1300,10239.7600,10527.8500,62400,0
^BSESN,D,20081013,000000,10817.6800,11361.3200,10817.6800,11309.0900,43800,0
^BSESN,D,20081014,000000,11781.4300,11870.2200,11410.4900,11483.4000,36000,0
^BSESN,D,20081015,000000,11245.2700,11257.1500,10760.3300,10809.1200,34800,0
^BSESN,D,20081016,000000,10221.5300,10787.2000,10017.8000,10581.4900,51600,0
^BSESN,D,20081017,000000,10763.3400,10786.9300,9911.3200,9975.3500,47400,0
^BSESN,D,20081020,000000,10160.4700,10538.0500,10023.2800,10223.0900,35400,0
^BSESN,D,20081021,000000,10428.1100,10750.2000,10250.2300,10683.3900,45800,0
^BSESN,D,20081022,000000,10455.2300,10484.8500,10128.2200,10169.9000,33400,0
^BSESN,D,20081023,000000,9683.2600,10260.5500,9682.4000,9771.7000,41000,0
^BSESN,D,20081024,000000,9497.4800,9570.7100,8566.8200,8701.0700,63600,0
^BSESN,D,20081027,000000,8588.8600,8739.4800,7697.3900,8509.5600,55400,0
^BSESN,D,20081028,000000,9056.9700,9056.9700,8909.3400,9008.0800,0,0
^BSESN,D,20081029,000000,9297.7600,9297.7600,8894.3400,9044.5100,55000,0
^BSESN,D,20081031,000000,9361.6600,9870.4200,9361.6600,9788.0600,57200,0
^BSESN,D,20081103,000000,10209.3700,10373.1700,10112.6600,10337.6800,44800,0
^BSESN,D,20081104,000000,10304.5700,10668.4800,10116.2200,10631.1200,51000,0
^BSESN,D,20081105,000000,10931.1700,10945.4100,10051.5200,10120.0100,53400,0
^BSESN,D,20081106,000000,9755.0300,10109.4500,9635.2200,9734.2200,49400,0
^BSESN,D,20081107,000000,9631.5900,10065.3700,9631.5900,9964.2900,42000,0
^BSESN,D,20081110,000000,10154.5600,10570.5800,10095.9000,10536.1600,45400,0
^BSESN,D,20081111,000000,10386.4500,10397.3600,9800.6700,9839.6900,63600,0
^BSESN,D,20081112,000000,9683.7500,9928.6000,9376.7300,9536.3300,52400,0
^BSESN,D,20081114,000000,9784.8500,9826.2500,9267.4900,9385.4200,46200,0
^BSESN,D,20081117,000000,9396.9300,9424.2500,8956.6800,9291.0100,41800,0
^BSESN,D,20081118,000000,9084.1200,9169.0500,8871.7100,8937.2000,41000,0
^BSESN,D,20081119,000000,8970.6700,9236.2700,8726.8000,8773.7800,42600,0
^BSESN,D,20081120,000000,8400.8800,8540.4600,8316.3900,8451.0100,40000,0
^BSESN,D,20081121,000000,8481.0200,8988.0300,8442.3100,8915.2100,59200,0
^BSESN,D,20081124,000000,8840.5300,9042.0200,8701.9300,8903.1200,43800,0
^BSESN,D,20081125,000000,9170.2800,9182.8000,8649.4000,8695.5300,41600,0
^BSESN,D,20081126,000000,8806.0200,9061.7200,8658.5300,9026.7200,44600,0
^BSESN,D,20081128,000000,8889.1800,9157.6200,8889.1800,9092.7200,34000,0
^BSESN,D,20081201,000000,9162.9400,9326.6800,8803.3400,8839.8700,45200,0
^BSESN,D,20081202,000000,8535.8300,8785.0400,8467.4300,8739.2400,41000,0
^BSESN,D,20081203,000000,8851.2200,8854.8100,8601.4100,8747.4300,52400,0
^BSESN,D,20081204,000000,8779.0200,9245.0600,8726.7100,9229.7500,55200,0
^BSESN,D,20081205,000000,9172.5800,9340.6900,8914.3800,8965.2000,53000,0
^BSESN,D,20081208,000000,9276.8900,9432.1100,9095.7000,9162.6200,50200,0
^BSESN,D,20081210,000000,9349.5300,9678.7000,9280.1600,9654.9000,65000,0
^BSESN,D,20081211,000000,9679.3200,9746.0100,9441.9700,9645.4600,68800,0
^BSESN,D,20081212,000000,9370.8700,9745.5100,9281.8900,9690.0700,6400,0
^BSESN,D,20081215,000000,9821.8500,9948.3300,9749.2900,9832.3900,47000,0
^BSESN,D,20081216,000000,9794.4800,10009.2100,9790.3100,9976.9800,41000,0
^BSESN,D,20081217,000000,10073.1000,10073.1000,9682.9100,9715.2900,75800,0
^BSESN,D,20081218,000000,9710.2000,10110.3400,9633.0400,10076.4300,69200,0
^BSESN,D,20081219,000000,10001.3300,10188.5400,9987.4200,10099.9100,59600,0
^BSESN,D,20081222,000000,10102.4200,10173.3400,9895.5500,9928.3500,39000,0
^BSESN,D,20081223,000000,9813.2000,9838.3800,9643.5600,9686.7500,52600,0
^BSESN,D,20081224,000000,9626.0700,9653.4200,9502.5300,9568.7200,68800,0
^BSESN,D,20081226,000000,9655.0700,9706.3800,9294.9800,9328.9200,43000,0
^BSESN,D,20081229,000000,9318.8600,9550.4000,9162.6600,9533.5200,65800,0
^BSESN,D,20081230,000000,9625.1300,9785.0400,9494.7000,9716.1600,56600,0
^BSESN,D,20081231,000000,9806.6400,9825.9000,9587.9200,9647.3100,63800,0
^BSESN,D,20090102,000000,9991.8300,10070.2800,9863.8600,9958.2200,51600,0
^BSESN,D,20090105,000000,10124.9200,10306.1700,10069.1100,10275.6000,51200,0
^BSESN,D,20090106,000000,10241.5100,10392.1200,10150.6800,10335.9300,55600,0
^BSESN,D,20090107,000000,10415.9200,10469.7200,9510.1500,9586.8800,217600,0
^BSESN,D,20090109,000000,9434.8500,9630.4000,9250.8200,9406.4700,158200,0
^BSESN,D,20090112,000000,9306.7400,9327.3000,9024.4500,9110.0500,98000,0
^BSESN,D,20090113,000000,9042.3600,9261.0000,8992.9200,9071.3600,45200,0
^BSESN,D,20090114,000000,9223.1600,9412.9700,9071.3600,9370.4900,32000,0
^BSESN,D,20090115,000000,9000.6200,9123.7800,8946.6200,9046.7400,37600,0
^BSESN,D,20090116,000000,9125.6500,9342.4700,9125.6500,9323.5900,35400,0
^BSESN,D,20090119,000000,9365.0400,9409.5100,9273.4700,9329.5700,30000,0
^BSESN,D,20090120,000000,9159.7600,9159.7600,9033.5500,9100.5500,31200,0
^BSESN,D,20090121,000000,8900.7800,9051.3100,8734.9300,8779.1700,32400,0
^BSESN,D,20090122,000000,8905.9700,8927.6900,8699.3200,8813.8400,39200,0
^BSESN,D,20090123,000000,8804.1500,8854.8900,8631.6000,8674.3500,44000,0
^BSESN,D,20090127,000000,8803.0700,9021.9700,8791.5800,9004.0800,34200,0
^BSESN,D,20090128,000000,9077.6500,9270.7500,9053.8000,9257.4700,39800,0
^BSESN,D,20090129,000000,9340.5900,9379.6800,9164.9600,9236.2800,38800,0
^BSESN,D,20090130,000000,9111.1200,9438.3100,9088.1500,9424.2400,48000,0
^BSESN,D,20090202,000000,9363.5800,9363.5800,9048.9700,9066.7000,39800,0
^BSESN,D,20090203,000000,9128.9900,9302.2500,9040.5600,9149.3000,46000,0
^BSESN,D,20090204,000000,9226.2000,9338.2100,9164.1600,9201.8500,41600,0
^BSESN,D,20090205,000000,9241.5600,9247.0900,9017.0800,9090.8800,29600,0
^BSESN,D,20090206,000000,9161.4900,9321.3800,9160.8300,9300.8600,28400,0
^BSESN,D,20090209,000000,9359.0000,9601.5600,9329.3000,9583.8900,20000,0
^BSESN,D,20090210,000000,9589.9500,9724.8700,9510.6300,9647.4700,45000,0
^BSESN,D,20090211,000000,9462.1400,9648.3900,9459.5900,9618.5400,37600,0
^BSESN,D,20090212,000000,9559.0300,9578.9900,9445.5400,9465.8300,33800,0
^BSESN,D,20090213,000000,9540.6000,9695.5900,9540.6000,9634.7400,30000,0
^BSESN,D,20090216,000000,9637.0400,9637.0400,9279.1000,9305.4500,37200,0
^BSESN,D,20090217,000000,9213.4000,9213.4000,8995.0200,9035.0000,28400,0
^BSESN,D,20090218,000000,8939.3800,9112.9900,8929.6200,9015.1800,36800,0
^BSESN,D,20090219,000000,9034.9000,9111.2700,8977.8000,9042.6300,27400,0
^BSESN,D,20090220,000000,8943.7800,8943.7800,8763.0800,8843.2100,28000,0
^BSESN,D,20090224,000000,8707.3500,8856.5200,8619.2200,8822.0600,32400,0
^BSESN,D,20090225,000000,8913.4400,8995.0400,8880.1500,8902.5600,32200,0
^BSESN,D,20090226,000000,8905.5600,8998.3100,8788.9400,8954.8600,37200,0
^BSESN,D,20090227,000000,8944.1100,8944.1100,8728.6600,8891.6100,42200,0
^BSESN,D,20090302,000000,8762.8800,8762.8800,8563.5200,8607.0800,30200,0
^BSESN,D,20090303,000000,8583.0600,8635.2000,8393.0500,8427.2900,35200,0
^BSESN,D,20090304,000000,8473.2500,8501.4600,8373.2400,8446.4900,40600,0
^BSESN,D,20090305,000000,8535.0300,8535.0300,8167.7500,8197.9200,51400,0
^BSESN,D,20090306,000000,8103.7500,8347.1000,8047.1700,8325.8200,52200,0
^BSESN,D,20090309,000000,8259.2200,8259.2200,8110.3100,8160.4000,26400,0
^BSESN,D,20090312,000000,8274.7800,8439.2600,8274.7800,8343.7500,36200,0
^BSESN,D,20090313,000000,8480.7400,8793.2100,8480.7400,8756.6100,49400,0
^BSESN,D,20090316,000000,8793.8900,8955.7300,8697.4600,8943.5400,49400,0
^BSESN,D,20090317,000000,8942.0100,9024.1200,8801.7900,8863.8200,47200,0
^BSESN,D,20090318,000000,8956.3000,9120.4000,8951.3200,8976.6800,45600,0
^BSESN,D,20090319,000000,9023.0400,9086.7700,8900.3900,9001.7500,36000,0
^BSESN,D,20090320,000000,8951.3400,8999.9800,8867.1300,8966.6800,32800,0
^BSESN,D,20090323,000000,9040.3000,9454.6900,9040.3000,9424.0200,43200,0
^BSESN,D,20090324,000000,9549.5200,9699.0000,9402.6400,9471.0400,50000,0
^BSESN,D,20090325,000000,9442.3000,9704.6900,9430.4500,9667.9000,49400,0
^BSESN,D,20090326,000000,9739.9300,10061.3600,9739.9300,10003.1000,45200,0
^BSESN,D,20090327,000000,10036.8000,10127.0900,9913.4000,10048.4900,52800,0
^BSESN,D,20090330,000000,9902.3500,9902.3500,9521.7600,9568.1400,41400,0
^BSESN,D,20090331,000000,9633.2100,9826.2200,9547.2100,9708.5000,53000,0
^BSESN,D,20090401,000000,9745.7700,9921.9600,9546.2900,9901.9900,45800,0
^BSESN,D,20090402,000000,10107.2500,10431.9800,10107.2500,10348.8300,64600,0
^BSESN,D,20090406,000000,10521.7800,10654.8900,10411.0100,10534.8700,53800,0
^BSESN,D,20090408,000000,10283.5800,10778.1100,10173.0000,10742.3400,56400,0
^BSESN,D,20090409,000000,10876.1500,10929.3300,10655.9600,10803.8600,58400,0
^BSESN,D,20090413,000000,10916.4300,11068.6500,10800.8400,10967.2200,43000,0
^BSESN,D,20090415,000000,10805.1400,11337.7500,10719.1800,11284.7300,70200,0
^BSESN,D,20090416,000000,11358.0600,11362.3100,10900.4700,10947.4000,60200,0
^BSESN,D,20090417,000000,11067.7100,11339.4700,10946.2500,11023.0900,53600,0
^BSESN,D,20090420,000000,11065.1000,11209.6600,10863.2800,10979.5000,43200,0
^BSESN,D,20090421,000000,10765.3900,11068.8200,10764.0800,10898.1100,45000,0
^BSESN,D,20090422,000000,10968.6000,11036.2400,10715.6600,10817.5400,39000,0
^BSESN,D,20090423,000000,10841.5700,11200.8600,10758.9700,11134.9900,41800,0
^BSESN,D,20090424,000000,11149.4700,11362.8800,11070.3300,11329.0500,44600,0
^BSESN,D,20090427,000000,11237.4200,11492.1000,11176.5500,11371.8500,52400,0
^BSESN,D,20090428,000000,11371.3400,11371.3400,10961.7600,11001.7500,47600,0
^BSESN,D,20090429,000000,11091.5600,11430.2500,11091.5600,11403.2500,40400,0
^BSESN,D,20090504,000000,11635.2400,12160.3200,11635.2400,12134.7500,46400,0
^BSESN,D,20090505,000000,12159.7400,12197.8800,11985.8800,12131.0800,48400,0
^BSESN,D,20090506,000000,12100.6900,12272.0400,11899.4100,11952.7500,49200,0
^BSESN,D,20090507,000000,12064.5100,12143.9500,11981.1300,12116.9400,47800,0
^BSESN,D,20090508,000000,12092.9700,12180.0700,11765.0600,11876.4300,55200,0
^BSESN,D,20090511,000000,11997.3700,12026.6000,11621.3000,11682.9900,36000,0
^BSESN,D,20090512,000000,11629.9700,12194.6300,11625.3900,12158.0300,40000,0
^BSESN,D,20090513,000000,12201.9300,12256.4300,11934.4400,12019.6500,217600,0
^BSESN,D,20090514,000000,11774.0400,11935.8600,11695.5200,11872.9100,39000,0
^BSESN,D,20090515,000000,11948.7000,12218.9800,11948.7000,12173.4200,35000,0
^BSESN,D,20090518,000000,13479.3900,14284.2100,13479.3900,14284.2100,800,0
^BSESN,D,20090519,000000,14757.8200,14930.5400,13840.8300,14302.0300,89400,0
^BSESN,D,20090520,000000,14230.7300,14405.5100,13976.4900,14060.6600,51000,0
^BSESN,D,20090521,000000,14043.3800,14089.5100,13704.4300,13736.5400,44800,0
^BSESN,D,20090522,000000,13663.5400,13936.9300,13611.3000,13887.1500,39400,0
^BSESN,D,20090525,000000,13999.4400,14027.6000,13819.7800,13913.2200,37400,0
^BSESN,D,20090526,000000,13983.2600,13991.4600,13524.9300,13589.2300,37800,0
^BSESN,D,20090527,000000,13851.8500,14122.7800,13848.1500,14109.6400,47000,0
^BSESN,D,20090528,000000,14139.1400,14376.3400,14080.9800,14296.0100,42600,0
^BSESN,D,20090529,000000,14384.7600,14726.6000,14384.7600,14625.2500,45200,0
^BSESN,D,20090601,000000,14790.8900,14906.8100,14658.0100,14840.6300,44200,0
^BSESN,D,20090602,000000,14942.2100,14994.2200,14608.2300,14874.9100,43800,0
^BSESN,D,20090603,000000,14902.6200,15045.8800,14734.9000,14870.9000,43000,0
^BSESN,D,20090604,000000,14755.0800,15026.0300,14601.9100,15008.6800,39200,0
^BSESN,D,20090605,000000,15040.2400,15257.3000,14994.0500,15103.5500,36800,0
^BSESN,D,20090608,000000,15153.2100,15184.8700,14604.2300,14665.9200,31400,0
^BSESN,D,20090609,000000,14618.9800,15159.2700,14526.6900,15127.0000,51600,0
^BSESN,D,20090610,000000,15168.1800,15580.8100,15168.1800,15466.8100,42400,0
^BSESN,D,20090611,000000,15517.3600,15568.7400,15242.1900,15411.4700,42000,0
^BSESN,D,20090612,000000,15446.8200,15600.3000,15174.2800,15237.9400,40600,0
^BSESN,D,20090615,000000,15195.8300,15261.0300,14808.0900,14875.5200,34600,0
^BSESN,D,20090616,000000,14788.2700,15022.1900,14621.9700,14957.9100,32000,0
^BSESN,D,20090617,000000,14978.5000,14995.6600,14447.9300,14522.8400,35400,0
^BSESN,D,20090618,000000,14503.0500,14630.7300,14188.2500,14265.5300,75800,0
^BSESN,D,20090619,000000,14321.9800,14559.0800,14179.7700,14521.8900,37400,0
^BSESN,D,20090622,000000,14591.2800,14668.4000,14269.7700,14326.2200,31600,0
^BSESN,D,20090623,000000,14147.8700,14394.1900,14016.9500,14324.0100,35600,0
^BSESN,D,20090624,000000,14388.2100,14479.8200,14207.0200,14422.7300,30600,0
^BSESN,D,20090625,000000,14476.1500,14578.4600,14261.1400,14345.6200,29600,0
^BSESN,D,20090626,000000,14373.5700,14781.9400,14373.5700,14764.6400,32400,0
^BSESN,D,20090629,000000,14764.6400,14955.5500,14685.4500,14785.7400,26600,0
^BSESN,D,20090630,000000,14785.7400,14907.4800,14420.4100,14493.8400,35200,0
^BSESN,D,20090701,000000,14493.8400,14727.4900,14355.5200,14645.4700,28800,0
^BSESN,D,20090702,000000,14694.3100,14764.3500,14469.6900,14658.4900,31200,0
^BSESN,D,20090703,000000,14552.7200,14945.8500,14499.7400,14913.0500,29000,0
^BSESN,D,20090706,000000,14962.1200,15097.8700,13959.4400,14043.4000,43400,0
^BSESN,D,20090707,000000,14103.6500,14251.8800,14000.6800,14170.4500,35800,0
^BSESN,D,20090708,000000,14039.5800,14039.5800,13701.7600,13769.1500,37600,0
^BSESN,D,20090709,000000,13796.1900,13879.1800,13643.9700,13757.4600,28400,0
^BSESN,D,20090710,000000,13803.1200,13897.1900,13418.3900,13504.2200,27800,0
^BSESN,D,20090713,000000,13405.9500,13461.6800,13219.9900,13400.3200,24600,0
^BSESN,D,20090714,000000,13549.4200,13903.4800,13549.4200,13853.7000,23800,0
^BSESN,D,20090715,000000,13917.2700,14299.5400,13891.0400,14253.2400,27200,0
